F.D.A.’s expert panel voted in favor of the Johnson & Johnson shot.,"With this last hurdle cleared, formal authorization of the one-dose vaccine is expected on Saturday and distribution within days.","By Carl Zimmer, Noah Weiland and Sharon LaFraniere",The New York Times,2021-02-26T10:02:39+0000,https://www.nytimes.com/2021/02/26/world/FDA-Johnson-and-Johnson-vaccine.html
Johnson & Johnson’s Vaccine Works Well and May Curb Virus Spread,F.D.A. studies show the shot strongly protects against severe illness and may reduce spread of the virus. But the drugmaker has fallen short of initial production goals.,"By Carl Zimmer, Noah Weiland and Sharon LaFraniere",The New York Times,2021-02-24T22:36:30+0000,https://www.nytimes.com/2021/02/24/health/covid-vaccine-johnson-and-johnson.html
"Give Biden a Chance? On Covid Aid, Some Trump Voters Just Might","Republican leaders in Washington firmly oppose the president’s stimulus plan, but a sizable number of Trump voters support it, interviews and polls show.",By Lisa Lerer,The New York Times,2021-02-25T21:43:15+0000,https://www.nytimes.com/2021/02/25/us/politics/republicans-trump-biden-stimulus.html
"Norman Landsberg, Jeweler With a Friendly Touch, Dies at 94",He designed and sold jewelry for 72 years from a booth in the diamond district in Manhattan. He died of Covid-related pneumonia.,By Richard Sandomir,The New York Times,2021-03-01T21:03:13+0000,https://www.nytimes.com/2021/03/01/obituaries/norman-landsberg-dead-coronavirus.html
"Patrick Filien, Peripatetic Basketball Coach, Dies at 51","After assistant coaching jobs around the country, he found his dream job as the head coach at a small college in Albany, N.Y. He died of Covid-19.",By Richard Sandomir,The New York Times,2021-02-25T20:45:02+0000,https://www.nytimes.com/2021/02/25/obituaries/patrick-filien-covid.html
White House Coronavirus Team Works to Improve Mask Equitability,The White House coronavirus task force said on Wednesday that it wants to improve mask equitability by sending more than 25 million masks to vulnerable communities.,By The Associated Press,AP,2021-02-24T20:40:20+0000,https://www.nytimes.com/video/us/politics/100000007622350/masks-coronavirus-white-house.html
"Honoring One Life Among 500,000","In North Philadelphia, a family gathered for a last day with “The Best Mom Ever.”",By Rachel Wisniewski and Shelby Knowles,The New York Times,2021-02-24T15:29:52+0000,https://www.nytimes.com/2021/02/24/us/covid-philadelphia-funeral-photo.html
"Claudette White, Innovative Tribal Judge, Dies at 49","An advocate for her people, the Quechan of Southern California, she had been calling out injustice since the third grade. She died of Covid-19.",By Penelope Green,The New York Times,2021-02-26T19:29:45+0000,https://www.nytimes.com/2021/02/26/obituaries/00claudette-white-dead-coronavirus.html
"F.D.A. Clears Johnson & Johnson’s Shot, the Third Vaccine for U.S.",The authorization of a third Covid-19 vaccine will bring millions more doses within days. But health officials worry that some people will see the vaccine as the inferior choice.,By Noah Weiland and Sharon LaFraniere,The New York Times,2021-02-27T23:12:09+0000,https://www.nytimes.com/2021/02/27/health/covid-vaccine-johnson-and-johnson.html
New Findings on 2 Ways Children Become Seriously Ill From the Coronavirus,A large study found that young people hospitalized with acute Covid-19 have symptoms and characteristics that differ from those with a Covid-linked inflammatory syndrome.,By Pam Belluck,The New York Times,2021-02-24T21:32:35+0000,https://www.nytimes.com/2021/02/24/health/covid-kids-severe-inflammatory-syndrome.html
"A New Coronavirus Variant Is Spreading in New York, Researchers Report","The variant contains a mutation thought to help the virus dodge the immune system, scientists said.",By Apoorva Mandavilli,The New York Times,2021-02-24T23:23:13+0000,https://www.nytimes.com/2021/02/24/health/coronavirus-variant-nyc.html
"On the Post-Pandemic Horizon, Could That Be … a Boom?","Signs of economic life are picking up, and mounds of cash are waiting to be spent as the virus loosens its grip.",By Ben Casselman,The New York Times,2021-02-21T20:00:08+0000,https://www.nytimes.com/2021/02/21/business/economy/pandemic-economic-boom.html
2.5 Million Women Left the Work Force During the Pandemic. Harris Sees a ‘National Emergency.’,"“In one year,” Vice President Kamala Harris said, “the pandemic has put decades of the progress we have collectively made for women workers at risk.”",By Katie Rogers,The New York Times,2021-02-18T22:50:57+0000,https://www.nytimes.com/2021/02/18/us/politics/women-pandemic-harris.html
"Covid Vaccines for Kids Are Coming, but Not for Many Months",Pfizer and Moderna are testing their vaccines on children 12 and older and hope to have results by the summer.,By Apoorva Mandavilli,The New York Times,2021-02-12T10:00:21+0000,https://www.nytimes.com/2021/02/12/health/covid-vaccines-children.html
A W.H.O. Researcher on His Trip to China Seeking Origins of the Virus,"An interview with Peter Daszak, an animal disease specialist, just after his return from an investigative research mission to Wuhan, the site of the original Covid outbreak, and surrounding areas.",By James Gorman,The New York Times,2021-02-14T10:00:11+0000,https://www.nytimes.com/2021/02/14/health/WHO-covid-daszak-china-virus.html
"Colleges Vowed a Safer Spring. Then Students, and Variants, Arrived.","Many universities instituted new testing protocols, hoping to avoid the problems of the fall. But coronavirus variants and uncooperative students have already driven outbreaks.",By Stephanie Saul and Shawn Hubler,The New York Times,2021-02-09T10:00:18+0000,https://www.nytimes.com/2021/02/09/us/colleges-covid.html
China Scores a Public Relations Win After W.H.O. Mission to Wuhan,"Experts with the global health agency endorsed critical parts of Beijing’s narrative, even some parts that independent scientists question.",By Javier C. Hernández,The New York Times,2021-02-09T11:25:58+0000,https://www.nytimes.com/2021/02/09/world/asia/wuhan-china-who-covid.html
France’s Latest Covid Measure: Letting Workers Eat at Their Desks,The coronavirus pandemic has already upended eating habits in a country where the table is a sacred space. Now it is taking its toll on a symbol of work-life balance.,By Roger Cohen,The New York Times,2021-02-07T16:26:39+0000,https://www.nytimes.com/2021/02/07/world/europe/france-desk-lunch-covid.html
Meet the key members of Biden’s Covid-19 response team.,Read more about the plans by top officials to move toward something resembling normalcy.,By Karen Zraick,The New York Times,2021-02-24T10:00:18+0000,https://www.nytimes.com/2021/02/24/us/bidens-covid-19-response-team.html
Watch Live: Biden Delivers Remarks on Lives Lost to Covid-19,"On Monday, President Biden honors the lives lost to Covid-19 as the United States nears 500,000 deaths, followed by a candle-lighting ceremony.",By The Associated Press,The New York Times,2021-02-22T22:30:38+0000,https://www.nytimes.com/video/us/politics/100000007617869/biden-covid-deaths.html
"New Covid-19 Infections Have Fallen to Half in Europe, W.H.O. Says",Heightened restrictions on social interaction have caused the rates of Covid-19 cases to fall in Europe. But the World Health Organization cautioned that new cases were still 10 times as high as they were last May.,By The Associated Press,The New York Times,2021-02-25T20:17:16+0000,https://www.nytimes.com/video/world/europe/100000007624444/who-coronavirus-europe.html
Should I Get a Covid-19 Vaccine When Others Need It More?,The magazine’s Ethicist columnist on what should determine eligibility for the Covid-19 vaccine and more.,By Kwame Anthony Appiah,The New York Times,2021-02-23T10:00:07+0000,https://www.nytimes.com/2021/02/23/magazine/should-i-get-a-covid-19-vaccine-when-others-need-it-more.html
A Dismal Spring Awaits Unless We Slow the Spread of Covid-19,How soon life returns to normal depends on what we do now.,"By Ezekiel J. Emanuel, Rick Bright and Céline Gounder",The New York Times,2021-02-17T10:00:15+0000,https://www.nytimes.com/2021/02/17/opinion/covid-19-precautions.html
Covid-19 Is ‘Probably Going to End My Career’,"Being a nurse was already hard. But in the pandemic, it’s become almost impossible.",By Theresa Brown,The New York Times,2021-02-25T10:00:15+0000,https://www.nytimes.com/2021/02/25/opinion/nursing-crisis-coronavirus.html
"Ohio Finds 4,000 Unreported Covid-19 Deaths","Ohio officials said on Thursday they discovered about 4,000 overlooked Covid-19 deaths that occurred over the past several months after the state’s Health Department said the deaths had not been properly merged between the internal death certificate database and the federal database.",By The Associated Press,The New York Times,2021-02-12T19:49:39+0000,https://www.nytimes.com/video/us/politics/100000007602573/mike-dewine-ohio-coronavirus-deaths.html
Trump Was Sicker Than Acknowledged With Covid-19,"When he was hospitalized with the coronavirus in October, his blood oxygen levels had plunged and officials feared he was on the verge of being placed on a ventilator.","By Noah Weiland, Maggie Haberman, Mark Mazzetti and Annie Karni",The New York Times,2021-02-11T20:50:25+0000,https://www.nytimes.com/2021/02/11/us/politics/trump-coronavirus.html
"The Biden administration buys 100,000 doses of a combination antibody treatment for high-risk Covid-19 patients.","The government will pay $210 million for the doses, which Eli Lilly will ship by the end of March.",By Rebecca Robbins,The New York Times,2021-02-26T16:50:01+0000,https://www.nytimes.com/2021/02/26/world/bamlanivimab-etesevimab-eli-lilly-monoclonal-antibodies.html
California has now lost more people to Covid-19 than any other state in the U.S.,A bleak reminder that the recent progress the state has made against the pandemic may be fragile.,By Jill Cowan,The New York Times,2021-02-25T01:33:34+0000,https://www.nytimes.com/2021/02/24/world/california-50000-covid-deaths.html
Share Your Memories of Someone You Lost to Covid-19,"We want to hear from those who have lost a teacher, a brother, a bandmate or any of the other more than 430,000 Americans who have died in the pandemic.",By The New York Times,The New York Times,2021-01-30T00:20:47+0000,https://www.nytimes.com/2021/01/29/us/covid19-deaths-memory-grief.html
White House Covid-19 Team Warns of Virus Variants,Members of President Biden’s coronavirus response team said they are increasing surveillance of potentially dangerous Covid-19 mutations.,By Reuters,Reuters,2021-01-27T19:44:08+0000,https://www.nytimes.com/video/us/politics/100000007573563/white-house-coronavirus-briefing.html
How Full Are Hospital I.C.U.s Near You?,"See how many Covid-19 patients are being treated, and how many I.C.U. beds remain available, at individual U.S. hospitals.","By Matthew Conlen, John Keefe, Lauren Leatherby and Charlie Smart",The New York Times,2020-12-15T16:33:01+0000,https://www.nytimes.com/interactive/2020/us/covid-hospitals-near-you.html
Answers to All Your Questions About Getting Vaccinated for Covid-19,"Times reporters answered questions from readers about getting the vaccine, what to expect and what happens next.",By The New York Times,The New York Times,2021-01-27T23:27:22+0000,https://www.nytimes.com/interactive/2021/well/covid-vaccine-questions.html
"Never mind the skeptics, officials say: Hank Aaron’s death had nothing to do with the Covid-19 vaccine.","Anti-vaccine activists, including Robert F. Kennedy Jr., are seizing on the baseball legend’s death to suggest — without evidence — that there might be a link to his Covid vaccination.",By Rick Rojas and Denise Grady,The New York Times,2021-01-31T19:45:53+0000,https://www.nytimes.com/2021/01/31/us/hank-aaron-death-covid-vaccine.html
Watch Live: Biden Delivers Remarks on the Fight Against Covid-19,President Biden addresses the fight against the coronavirus pandemic from the White House.,By The New York Times,The New York Times,2021-01-26T21:15:08+0000,https://www.nytimes.com/video/us/elections/100000007571805/watch-live-biden-covid-briefing.html
Is It OK to Enroll in a Covid-19 Vaccine Trial If I Might Drop Out?,The magazine’s Ethicist columnist on the importance of control groups and elderly parents’ risky behavior.,By Kwame Anthony Appiah,The New York Times,2021-01-26T10:00:02+0000,https://www.nytimes.com/2021/01/26/magazine/is-it-ok-to-enroll-in-a-covid-19-vaccine-trial-if-i-might-drop-out.html
‘It’s Numbing’: Nine Retired Nuns in Michigan Die of Covid-19,"The deaths add to what is becoming a familiar trend in the spread of the virus as it devastates religious congregate communities by infecting retired, aging populations of nuns and sisters.",By Christine Hauser and Concepción de León,The New York Times,2021-01-29T22:48:07+0000,https://www.nytimes.com/2021/01/29/us/nuns-covid-deaths.html
"A Covid Vaccine Side Effect, Enlarged Lymph Nodes, Can Be Mistaken for Cancer",The condition is becoming more common as immunization rates increase. Experts are suggesting ways to ease patients’ fears and avoid needless testing.,By Denise Grady,The New York Times,2021-03-01T20:14:58+0000,https://www.nytimes.com/2021/03/01/health/covid-vaccine-lymph-nodes.html
What Can Covid-19 Teach Us About the Mysteries of Smell?,The virus’s strangest symptom has opened new doors to understanding our most neglected sense.,By Brooke Jarvis,The New York Times,2021-01-28T10:00:05+0000,https://www.nytimes.com/2021/01/28/magazine/covid-smell-science.html
What Can Covid-19 Teach Us About the Mysteries of Smell?,The virus’s strangest symptom has opened new doors to understanding our most neglected sense.,By Brooke Jarvis,The New York Times,2021-01-28T10:00:05+0000,https://www.nytimes.com/2021/01/28/magazine/covid-smell-science.html
People of Color Face the Most Pandemic Housing Insecurity,Census Bureau data show how households have struggled to stay current on rent and mortgage payments during the pandemic.,By Michael Kolomatsky,The New York Times,2021-01-28T14:00:09+0000,https://www.nytimes.com/2021/01/28/realestate/people-of-color-rent-mortgage-pandemic.html
"Weekly Health Quiz: Diet, Weight and Covid",Test your knowledge of this week’s health news.,By Toby Bilanow,The New York Times,2021-02-26T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/26/well/live/26healthquiz-02262021.html
"Germans Clamor for Covid Vaccines, but Shun AstraZeneca’s Offering",Hundreds of thousands of AstraZeneca doses are sitting unopened as many Germans reject the vaccine over fears it is “second-class” compared to the one developed by BioNTech and Pfizer.,By Melissa Eddy,The New York Times,2021-02-25T20:41:08+0000,https://www.nytimes.com/2021/02/25/world/europe/germany-coronavirus-vaccines-astrazeneca.html
Landlords Eager for Covid-Era Revamps Are Finding Hungry Investors,The growing attraction of short-term real estate loans during the pandemic is making it easier to borrow to refurbish properties.,By Matt Phillips,The New York Times,2021-02-25T16:45:31+0000,https://www.nytimes.com/2021/02/25/business/real-estate-refurbish-coronavirus.html
"When Covid Hit Nursing Homes, Part 2: ‘They’re Not Giving Us an Ending’","In the final part of our exploration of what happened in New York’s nursing homes, we ask: How did the decisions made by Gov. Andrew Cuomo contribute to the crisis?",,The New York Times,2021-02-24T11:00:07+0000,https://www.nytimes.com/2021/02/24/podcasts/the-daily/nursing-homes-coronavirus-andrew-cuomo-new-york.html
"Entering uncharted territory, the U.S. counts 500,000 Covid-related deaths.","In a single year, Covid-19 became a leading cause of death in the United States, rivaling heart disease and cancer, and has driven life expectancy down sharply. ","By Lucy Tompkins, Mitch Smith, Julie Bosman and Bryan Pietsch",The New York Times,2021-02-23T00:08:41+0000,https://www.nytimes.com/2021/02/22/us/us-covid-deaths-half-a-million.html
At-Home Coronavirus Testing Is Here,But does it work?,By Wudan Yan,The New York Times,2021-02-26T17:44:09+0000,https://www.nytimes.com/2021/02/26/well/live/at-home-covid-testing.html
Vulnerable Inmates Left in Prison as Covid Rages,"At a federal compound in Connecticut, inmates in precarious health “are like sitting ducks,” one lawyer said.",By Roni Caryn Rabin,The New York Times,2021-02-27T17:57:19+0000,https://www.nytimes.com/2021/02/27/health/coronavirus-prisons-danbury.html
Behind the Lines of Britain’s Covid War,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",By Andrew Testa and Alan Cowell,The New York Times,2021-03-01T05:07:17+0000,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html
The Newest Diplomatic Currency: Covid-19 Vaccines,"India, China, the U.A.E. and others dole out donations in countries where they seek sway. In some cases, they are sending doses despite pressing needs at home.",By Mujib Mashal and Vivian Yee,The New York Times,2021-02-11T10:00:20+0000,https://www.nytimes.com/2021/02/11/world/asia/vaccine-diplomacy-india-china.html
"New York Sues Amazon, Saying It Inadequately Protected Workers From Covid-19",The case focuses on two of the company’s facilities in New York.,By Karen Weise,The New York Times,2021-02-17T02:57:44+0000,https://www.nytimes.com/2021/02/16/technology/amazon-new-york-lawsuit-covid.html
Amazon Sues New York Attorney General to Block Covid-19 Charges,"The company said the attorney general, Letitia James, had overstepped her authority in investigating workplace safety.",By Karen Weise,The New York Times,2021-02-12T18:58:11+0000,https://www.nytimes.com/2021/02/12/technology/amazon-letitia-james-coronavirus.html
What to Know About Covid-19 and the Super Bowl,"Players from the Tampa Bay Buccaneers and the Kansas City Chiefs are being tested for the coronavirus more often, and just 25,000 fans will attend the game.",By Ken Belson,The New York Times,2021-02-02T05:01:06+0000,https://www.nytimes.com/2021/02/02/sports/football/super-bowl-2021-covid-coronavirus.html
Mapping Los Angeles’s Unequal Covid-19 Surge,"Monday: A New York Times interactive map shows the uneven toll of the virus, neighborhood by neighborhood, on the nation’s most populous county.",By Jill Cowan,The New York Times,2021-02-01T13:54:08+0000,https://www.nytimes.com/2021/02/01/us/los-angeles-covid-19.html
What the World Can Learn About Covid-19 From the Seahawks and Browns,The N.F.L. rolled out a grand experiment to play a not-at-all socially distanced sport in a pandemic. The Times went behind the scenes with the Seattle Seahawks and the Cleveland Browns to understand how the science and the upheaval played out.,"By Robin Stein, Danielle Miller and Ken Belson",The New York Times,2021-02-05T10:13:06+0000,https://www.nytimes.com/video/sports/100000007560854/nfl-2020-season-covid.html
A French Nun Turns 117 After Knocking Down Covid-19,"Sister André was expected to celebrate her victory against the virus and her birthday on Thursday with a feast, and a glass of Champagne.",By Elian Peltier,The New York Times,2021-02-10T18:04:48+0000,https://www.nytimes.com/2021/02/10/world/europe/sister-andre-covid19.html
See How the Vaccine Rollout Is Going in Your County and State,"See where doses have gone, and who is eligible for a shot in each state.",By The New York Times,The New York Times,2020-12-17T02:50:39+0000,https://www.nytimes.com/interactive/2020/us/covid-19-vaccine-doses.html
"Because of Covid-19, Even Getting to the Australian Open Is a Battle","Players not only must be quarantined upon arrival, but then they are mostly confined to their rooms.",By Cindy Shmerler,International New York Times,2021-02-06T23:44:45+0000,https://www.nytimes.com/2021/02/06/sports/tennis/australian-open-covid-tournament.html
"Lawmaker Promoted Stem Cell Therapy for Covid-19 in Fraud Scheme, U.S. Says","Tricia Derges, a Republican state representative in Missouri, falsely claimed to patients at her medical clinic that she was injecting them with stem cells, prosecutors said.",By Neil Vigdor,The New York Times,2021-02-04T01:59:46+0000,https://www.nytimes.com/2021/02/03/us/Tricia-Derges-fake-stem-cell-cure-covid.html
Technology Executive Apologizes After Dozens of Event Attendees Contract Covid-19,"Peter Diamandis thought extensive testing could help create an “immunity bubble” for a conference in Culver City, Calif. It didn’t work. “I hope others can learn from my mistakes,” he said.",By Jacey Fortin,The New York Times,2021-02-16T22:45:32+0000,https://www.nytimes.com/2021/02/16/us/peter-diamandis-covid-ca.html
California has now lost more people to Covid-19 than any other state in the U.S.,A bleak reminder that the recent progress the state has made against the pandemic may be fragile.,By Jill Cowan,The New York Times,2021-02-25T01:33:34+0000,https://www.nytimes.com/2021/02/24/world/california-50000-covid-deaths.html
"As Brazil faces record Covid-19 deaths, a variant-fueled surge and lagging vaccinations, Bolsonaro disparages masks.","The president says that the pandemic precaution can lead to headaches, difficulty concentrating and a “decreased perception of happiness.”",By Ernesto Londoño,The New York Times,2021-02-26T15:36:22+0000,https://www.nytimes.com/2021/02/26/world/Bolsonaro-face-masks.html
"One Pfizer dose offers robust protection for those who have had Covid-19, studies find.",Two new pieces of research add strong evidence to the case for giving just a single dose of the Pfizer vaccine to people who have antibodies against the virus.,By Benjamin Mueller,The New York Times,2021-02-26T10:02:40+0000,https://www.nytimes.com/2021/02/26/world/pfizer-vaccine-protection.html
The televangelist Frederick K.C. Price has died at 89 of complications from Covid-19.,"Frederick K.C. Price, who founded a megachurch and televangelism broadcast that made him a popular voice for Black Christians, died on Friday evening of complications from Covid-19, a spokeswoman for the family said. He was 89.",By Bryan Pietsch,The New York Times,2021-02-13T23:10:42+0000,https://www.nytimes.com/2021/02/13/world/covid-frederick-kc-price.html
Another antibody therapy is authorized for high-risk Covid-19 patients.,Researchers hope Eli Lilly’s new combination therapy will be better able to fight virus variants than a similar treatment already in use.,By Rebecca Robbins,The New York Times,2021-02-10T03:21:10+0000,https://www.nytimes.com/2021/02/09/world/covid-coronavirus-lilly-antibody-treatment.html
Opera Singers Help Covid-19 Patients Learn to Breathe Again,A six-week program developed by the English National Opera and a London hospital offers customized vocal lessons to aid coronavirus recovery.,By Andrew Dickson,The New York Times,2021-02-16T15:26:18+0000,https://www.nytimes.com/2021/02/16/arts/music/opera-singers-covid-19-treatment-eno-breathe.html
‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On,Experts paint a grim picture of the struggle with lockdown isolation — a “mental health pandemic” that should be treated as seriously as containing the coronavirus.,By Isabella Kwai and Elian Peltier,The New York Times,2021-02-14T16:01:57+0000,https://www.nytimes.com/2021/02/14/world/europe/youth-mental-health-covid.html
"For This College Athlete, Covid-19 Was Just the Start of a Nightmare","After learning she had myocarditis, an inflammation of the heart that has been linked to some Covid cases, Vanderbilt basketball player Demi Washington spent months hoping she could play again someday.",By Kurt Streeter,The New York Times,2021-02-12T10:00:17+0000,https://www.nytimes.com/2021/02/12/sports/ncaabasketball/college-sports-myocarditis.html
N.Y. Restaurant Fires Waitress Who Wouldn’t Get Covid-19 Vaccine,"Bonnie Jacobson, 34, said she was not necessarily opposed to getting vaccinated, but wanted to study the potential effect on fertility first.",By Matthew Haag,The New York Times,2021-02-17T22:51:49+0000,https://www.nytimes.com/2021/02/17/nyregion/waitress-fired-covid-19-vaccine-refusal.html
Johnson & Johnson’s Vaccine Offers Strong Protection but Fuels Concern About Variants,"The vaccine’s efficacy rate dropped from 72 percent in the United States to just 57 percent in South Africa, where a highly contagious variant is driving most cases.","By Carl Zimmer, Noah Weiland and Sharon LaFraniere",The New York Times,2021-01-29T13:00:07+0000,https://www.nytimes.com/2021/01/29/health/covid-vaccine-johnson-and-johnson-variants.html
These New Yorkers Are Signing Up Their Neighbors for the Vaccine,New Yorkers living in public housing have struggled to get vaccinated. We spent time with some of them as they volunteered with a program focusing on door-to-door outreach.,By James Estrin,The New York Times,2021-02-08T14:43:09+0000,https://www.nytimes.com/interactive/2021/02/08/nyregion/covid-vaccine-public-housing.html
Virus Variant First Found in Britain Now Spreading Rapidly in U.S.,A new study bolsters the prediction by the Centers for Disease Control and Prevention that the so-called B.1.1.7 variant will dominate Covid-19 cases by March.,By Carl Zimmer,The New York Times,2021-02-07T16:01:48+0000,https://www.nytimes.com/2021/02/07/health/coronavirus-variant-us-spread.html
See Covid-19 Exposure Risk in Your County and a Guide for Daily Life Near You,"See the risk of exposure to the disease in your county, and read our county-specific guidance for common activities to help you lower your risk and protect your community.","By Eleanor Lutz, Aliza Aufrichtig, Charlie Smart, Albert Sun, Rich Harris and Gabriel Gianordoli",The New York Times,2021-01-27T04:18:34+0000,https://www.nytimes.com/interactive/2021/us/covid-risk-map.html
China Wanted to Show Off Its Vaccines. It’s Backfiring.,"Delays, inconsistent data, spotty disclosures and the country’s attacks on Western rivals have marred its ambitious effort to portray itself as a leader in global health.",By Sui-Lee Wee,The New York Times,2021-01-25T08:00:10+0000,https://www.nytimes.com/2021/01/25/business/china-covid-19-vaccine-backlash.html
Inside a Nursing Home as Vaccine Arrives: ‘I Hope Everybody Takes It’,"At a Staten Island facility that was hit hard by the coronavirus, residents and staff members lined up to get a dose of the Covid vaccine. Here’s how the day went.",By Christopher Occhicone and David Gonzalez,The New York Times,2021-01-17T10:00:18+0000,https://www.nytimes.com/2021/01/17/nyregion/covid-vaccine-nyc-nursing-home.html
Frustrations Boil at Pace of Vaccinations at Long-Term Care Facilities,The Trump administration raised hopes of a speedy process for nursing homes and assisted living facilities. Patience is wearing thin.,By Rebecca Robbins,The New York Times,2021-01-16T10:00:12+0000,https://www.nytimes.com/2021/01/16/business/covid-vaccine-nursing-homes.html
Hopes for Tokyo’s Summer Olympics Darken,"Organizers postponed the Olympic Games for one year last March. Nearly a year later, prospects are getting bleaker.",By Matthew Futterman,The New York Times,2021-01-15T07:28:00+0000,https://www.nytimes.com/2021/01/15/sports/olympics/tokyo-olympics.html
Two Members of W.H.O. Team on Trail of Virus Are Denied Entry to China,Beijing has repeatedly impeded the global inquiry into the emergence of the coronavirus. Two scientists on the team remained in Singapore after testing positive for antibodies.,By Javier C. Hernández,The New York Times,2021-01-14T04:31:49+0000,https://www.nytimes.com/2021/01/13/world/asia/china-who-wuhan-covid.html
Disappointing Chinese Vaccine Results Pose Setback for Developing World,"Brazil says CoronaVac has an efficacy rate just over 50 percent, much lower than previously announced. More than 380 million doses have already been ordered.",By Sui-Lee Wee and Ernesto Londoño,The New York Times,2021-01-13T10:24:59+0000,https://www.nytimes.com/2021/01/13/business/chinese-vaccine-brazil-sinovac.html
"On Taiwan’s New Passport, the Incredible Shrinking ‘Republic of China’","Officials said the redesign was an attempt to disassociate Taiwanese citizens from those on the mainland, who faced travel restrictions amid the pandemic.",By Livia Albeck-Ripka,The New York Times,2021-01-11T10:58:58+0000,https://www.nytimes.com/2021/01/11/world/asia/taiwan-new-passport.html
Jobs Recovery Goes Into Reverse as Pandemic Takes a New Toll,"U.S. employment fell by 140,000 in December as virus cases surged. Leisure and hospitality businesses were hit hard, but some industries showed growth.",By Ben Casselman,The New York Times,2021-01-08T23:14:27+0000,https://www.nytimes.com/2021/01/08/business/economy/december-2020-jobs-report.html
New Data Triples Russia’s Covid-19 Death Toll,"The statistics agency said 230,000 more people died through November of this year than did in 2019, a hike attributable to the virus. Russia could jump to third among countries by number of Covid deaths.",By Andrew Higgins,The New York Times,2020-12-29T15:06:36+0000,https://www.nytimes.com/2020/12/29/world/europe/russia-coronavirus-death-toll.html
Early Vaccine Doubters Now Show a Willingness to Roll Up Their Sleeves,"Polls show that pervasive skepticism is melting, partly because of the high efficacy rates in trials and the images of real people getting the shot.",By Jan Hoffman,The New York Times,2020-12-26T14:08:48+0000,https://www.nytimes.com/2020/12/26/health/covid-vaccine-hesitancy.html
Australia Begins Covid-19 Vaccination Campaign,"Australia began vaccinating its population against Covid-19 on Sunday. Jane Malysiak, 84, a resident of a nursing home in Sydney, and Prime Minister Scott Morrison were among the first to receive a vaccine.",By Reuters,Reuters,2021-02-21T16:35:37+0000,https://www.nytimes.com/video/world/australia/100000007616548/australia-coronavirus-vaccinations.html
White House Announces Increase in Covid-19 Vaccine Distribution,"On Tuesday, the White House press secretary Jen Psaki announced that federal vaccine distribution would increase. Ms. Psaki also said that President Biden would visit Texas to survey a vaccine site impacted by the recent winter storm.",By Associated Press,AP,2021-02-23T20:14:26+0000,https://www.nytimes.com/video/us/politics/100000007620317/covid-vaccine-increase.html
Johnson & Johnson Begins Covid-19 Vaccine Distribution,Johnson & Johnson said it would start shipping millions of doses early this week after the Food and Drug Administration granted emergency use authorization for its vaccine on Saturday.,By The Associated Press,The New York Times,2021-03-01T17:57:38+0000,https://www.nytimes.com/video/us/100000007630214/johnson-johnson-coronavirus-vaccine.html
What to Know About California’s Covid-19 Relief,Monday: Information about who’s eligible for state pandemic aid and how to get it. Also: The Golden Globes.,By Priya Arora and Jill Cowan,The New York Times,2021-03-01T13:55:41+0000,https://www.nytimes.com/2021/03/01/us/california-covid-19-relief.html
Helping People Find Covid-19 Vaccines Is Aim of C.D.C.-Backed Site,VaccineFinder.org is an ambitious but limited attempt to simplify Americans’ search for vaccines.,By Rebecca Robbins and Sheryl Gay Stolberg,The New York Times,2021-02-25T00:38:49+0000,https://www.nytimes.com/2021/02/24/business/vaccine-finder-org.html
See How Covid-19 Has Tested the Limits of Hospitals and Staff,"Throughout the past year, the long stays and close monitoring required to care for Covid-19 patients have presented an uphill battle for medical workers.","By John Keefe, Yuliya Parshina-Kottas and Sheri Fink",The New York Times,2021-02-23T10:00:02+0000,https://www.nytimes.com/interactive/2021/02/23/us/covid-hospital-icu.html
Vulnerable Inmates Left in Prison as Covid Rages,"At a federal compound in Connecticut, inmates in precarious health “are like sitting ducks,” one lawyer said.",By Roni Caryn Rabin,The New York Times,2021-02-27T17:57:19+0000,https://www.nytimes.com/2021/02/27/health/coronavirus-prisons-danbury.html
Behind the Lines of Britain’s Covid War,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",By Andrew Testa and Alan Cowell,The New York Times,2021-03-01T05:07:17+0000,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html
"One Case, Total Lockdown: Australia’s Lessons for a Pandemic World","The country’s short, sharp responses have repeatedly subdued the virus and allowed a return to near normalcy. Now its model is being applied to Perth, its fourth-largest city.",By Damien Cave,The New York Times,2021-02-01T09:51:32+0000,https://www.nytimes.com/2021/02/01/world/australia/perth-lockdown.html
The Covid Emergency Must End,We might be able to achieve normalcy by summer. Our leaders should embrace the possibility.,By Ross Douthat,The New York Times,2021-02-23T10:00:12+0000,https://www.nytimes.com/2021/02/23/opinion/covid-emergency-biden-fauci.html
