Odessa,A struggling school system. An oil bust. A marching band determined to keep playing through a pandemic. This is the story of one Texas high school in crisis — and trying to reopen its doors.,"By Annie Brown, Sindhu Gnanasambandan, Soraya Shockley, Liz O. Baylen, Lisa Tobin, Tamir Kalifa and Lauren Jackson",The New York Times,2021-02-26T10:50:24+0000,https://www.nytimes.com/2021/02/26/podcasts/the-daily/texas-schools-reopening-covid.html
Thousands of Farmworkers Are Prioritized for the Coronavirus Vaccine,"A landmark initiative in California is taking vaccines to the fields, targeting an immigrant work force that is at high risk for Covid-19. Many of the workers are undocumented.",By Miriam Jordan,The New York Times,2021-03-01T08:00:10+0000,https://www.nytimes.com/2021/03/01/us/coronavirus-vaccine-farmworkers-california.html
"Influencers Find Welcome in Paradise, While the Rest of Us Watch From Lockdown","By urging travelers to visit, the Maldives is reviving its luxury resorts. It’s also risking new outbreaks and courting controversy on social media.",By Mike Ives,The New York Times,2021-02-27T17:18:40+0000,https://www.nytimes.com/2021/02/27/world/asia/maldives-influencers-covid.html
"A Day Before He Speaks, Conservative Gathering Is Mostly About Trump","At CPAC on Saturday, the focus was on praise for Mr. Trump in advance of his speech there on Sunday.",By Jonathan Martin,The New York Times,2021-02-28T00:36:32+0000,https://www.nytimes.com/2021/02/27/us/politics/CPAC-republicans-pompeo.html
China Persecutes Those Who Question ‘Heroes.’ A Sleuth Keeps Track.,An online spreadsheet with an anonymous minder tabulates Xi Jinping’s crackdown on speech.,By Li Yuan,The New York Times,2021-02-26T06:08:46+0000,https://www.nytimes.com/2021/02/26/business/china-online-censorship.html
A Grim Measure of Covid’s Toll: Life Expectancy Drops Sharply in U.S.,"American life expectancy fell by one year, to 77.8 years, in the first half of 2020. It may rebound as the pandemic’s end approaches.",By Sabrina Tavernise and Abby Goodnough,The New York Times,2021-02-18T05:01:07+0000,https://www.nytimes.com/2021/02/18/us/covid-life-expectancy.html
What to Know About the Virus This Week,The latest news and data from the team tracking the coronavirus.,By Mitch Smith,The New York Times,2021-02-26T18:00:07+0000,https://www.nytimes.com/interactive/2021/02/26/us/virus-this-week.html
Tracking Coronavirus Cases at U.S. Colleges and Universities,"Coronavirus cases have continued to emerge by the tens of thousands this year at colleges, a New York Times survey has found.",By The New York Times,The New York Times,2021-02-25T15:14:51+0000,https://www.nytimes.com/interactive/2021/us/college-covid-tracker.html
Odessa,A struggling school system. An oil bust. A marching band determined to keep playing through a pandemic. This is the story of one Texas high school in crisis — and trying to reopen its doors.,"By Annie Brown, Sindhu Gnanasambandan, Soraya Shockley, Liz O. Baylen, Lisa Tobin, Tamir Kalifa and Lauren Jackson",The New York Times,2021-02-26T10:50:20+0000,https://www.nytimes.com/2021/02/26/podcasts/odessa-school-reopenings-texas.html
"Biden and Harris Honor 500,000 Americans Lost During Pandemic","As the nation passed a “truly grim, heartbreaking milestone” on Monday, President Biden and Vice President Kamala Harris observed a moment of silence during a ceremony at the White House.",By The Associated Press,The New York Times,2021-02-23T00:21:36+0000,https://www.nytimes.com/video/us/politics/100000007618882/biden-harris-coronavirus-deaths.html
"‘Captain Tom,’ the 100-year-old who raised millions for Britain’s health system, gets a hero’s goodbye at his funeral.","In the final year of his life, the decorated World War II veteran inspired people around the world with his patio laps and was knighted by Queen Elizabeth.",By Anushka Patil,The New York Times,2021-02-27T20:59:14+0000,https://www.nytimes.com/2021/02/27/world/captain-tom-moore-funeral.html
Here is what we know about the rollout of the Johnson & Johnson vaccine.,"Much is still to be determined about how this new tool will be used, but some things are already clear.",By Patrick J. Lyons,The New York Times,2021-03-01T22:00:31+0000,https://www.nytimes.com/2021/03/01/us/jj-vaccine-rollout.html
Boris Johnson Maps Out Plan to Lift Virus Lockdown,Prime Minister Boris Johnson of Britain outlined a plan to remove lockdown measures as a path toward “freedom” for the region.,By The Associated Press,AP,2021-02-22T18:07:01+0000,https://www.nytimes.com/video/world/europe/100000007617999/boris-johnson-uk-virus-lockdown.html
Sexual Harassment Claims Against Cuomo: What We Know So Far,"Multiple women have accused Gov. Andrew Cuomo of sexual harassment or inappropriate behavior, prompting calls for his resignation.",By Luis Ferré-Sadurní and Mihir Zaveri,The New York Times,2021-03-01T10:00:13+0000,https://www.nytimes.com/article/cuomo-sexual-harassment-nursing-homes-covid-19.html
Virus Did Not Bring Financial Rout That Many States Feared,"Grim forecasts held up for a few states, but many took in about as much tax revenue as before the pandemic — sometimes a lot more.",By Mary Williams Walsh and Karl Russell,The New York Times,2021-03-01T17:20:37+0000,https://www.nytimes.com/2021/03/01/business/covid-state-tax-revenue.html
What Are the Vaccine Roadblocks Where You Live?,U.S. counties should prepare to overcome serious barriers to widespread vaccination. And vaccine hesitancy is only the tip of the iceberg.,By Jeneen Interlandi and Yaryna Serkez,The New York Times,2021-02-25T10:05:04+0000,https://www.nytimes.com/interactive/2021/02/25/opinion/covid-vaccination-barriers.html
Future Vaccines Depend on Test Subjects in Short Supply: Monkeys,"The pandemic has highlighted the United States’ dependence on China for research animals, reviving calls for a “strategic monkey reserve.”",By Sui-Lee Wee and Bryan Tarnowski,The New York Times,2021-02-23T10:00:24+0000,https://www.nytimes.com/2021/02/23/business/covid-vaccine-monkeys.html
N.B.A. Investigating After Jeremy Lin Said He Was Called ‘Coronavirus’,"Lin, who is Taiwanese-American, said on social media that he had been called “coronavirus” on the court. He has been playing in the N.B.A.’s developmental league.",By Michael Levenson,The New York Times,2021-02-27T05:05:08+0000,https://www.nytimes.com/2021/02/27/sports/basketball/nba-jeremy-lin-coronavirus.html
Delivery to Ghana is the first in an ambitious global vaccination drive.,"The initiative known as Covax plans to deliver some two billion doses worldwide this year, the largest mass inoculation operation in history.",By Ruth Maclean,The New York Times,2021-02-24T10:05:12+0000,https://www.nytimes.com/2021/02/24/world/ghana-covax-vaccine.html
"Broadway Is Dark. London Is Quiet. But in Australia, It’s Showtime.","Temperature-taking robots, scanning codes for contact tracing, and generous refund policies are helping shows like “Frozen,” “Come From Away” and “Hamilton” get back onstage.",By Damien Cave and Michael Paulson,The New York Times,2021-02-27T17:05:47+0000,https://www.nytimes.com/2021/02/27/theater/australia-theater-reopens-coronavirus.html
"Giving Hope, and a Place to Mourn: Memorials to the Pandemic","How should we memorialize those who’ve died from Covid-19? In Italy and Britain, artists and architects are beginning to come up with answers.",By James Imam and Alex Marshall,The New York Times,2021-02-22T21:43:40+0000,https://www.nytimes.com/2021/02/22/arts/design/coronavirus-memorials-italy-britain.html
"Where a Vaccination Campaign Faces Skepticism, War and Corruption","A half-million doses arrived this month in Afghanistan, where many insist the virus isn’t real and vaccines aren’t needed. Those who want the vaccine fear that only the well-connected will receive it.",By David Zucchino and Najim Rahim,The New York Times,2021-02-23T16:01:46+0000,https://www.nytimes.com/2021/02/23/world/asia/afghanistan-vaccine-corruption.html
"Warren Revives Wealth Tax, Citing Pandemic Inequalities","A tax on the net worth of America’s wealthiest individuals remains popular with voters, but has yet to be embraced by President Biden.",By Jim Tankersley,The New York Times,2021-03-01T10:00:11+0000,https://www.nytimes.com/2021/03/01/business/elizabeth-warren-wealth-tax.html
"Warren Revives Wealth Tax, Citing Pandemic Inequalities","A tax on the net worth of America’s wealthiest individuals remains popular with voters, but has yet to be embraced by President Biden.",By Jim Tankersley,The New York Times,2021-03-01T10:00:11+0000,https://www.nytimes.com/2021/03/01/business/elizabeth-warren-wealth-tax.html
Assessing Claims in the Coronavirus Stimulus Debate,"Lawmakers have made an array of misleading claims about “Pelosi’s subway,” unauthorized immigrants receiving checks, school funding and the minimum wage as they debate the $1.9 trillion relief bill.",By Linda Qiu,The New York Times,2021-02-27T10:00:11+0000,https://www.nytimes.com/2021/02/27/us/politics/assessing-claims-in-the-coronavirus-stimulus-debate.html
"Vaccines Sharply Cut Coronavirus Hospitalization, U.K. Studies Show","The Pfizer-BioNTech and AstraZeneca-Oxford vaccines are both effective, and work against the more contagious virus variant in Britain, researchers found.",By Benjamin Mueller,The New York Times,2021-02-22T21:11:14+0000,https://www.nytimes.com/2021/02/22/world/europe/vaccine-studies-UK-hospital.html
Want to Buy a Scrunchie Mask? Great. But Forget About That N95.,"Scientists are urging Americans to upgrade their face coverings. But Amazon, Google and Facebook restrict the sale of medical-grade masks. Critics say the rules are outdated.",By Andrew Jacobs,The New York Times,2021-02-26T21:04:11+0000,https://www.nytimes.com/2021/02/26/health/n95-masks-facebook-sale-amazon.html
California Will Reserve Vaccine Doses for Teachers and School Staff,"Gov. Gavin Newsom said on Friday that, starting on March 1, California will set aside 10 percent of the state’s first doses of Covid-19 vaccine for educators and school employees.",By The New York Times,The New York Times,2021-02-20T16:01:58+0000,https://www.nytimes.com/video/us/politics/100000007615773/california-newsom-vaccines-teachers.html
"Raymond Cauchetier, Whose Camera Caught the New Wave, Dies at 101","A self-taught photographer, he created indelible images on the sets of a French revolution in film, though he was not recognized for them for decades.",By Robert D. McFadden,The New York Times,2021-02-26T23:37:06+0000,https://www.nytimes.com/2021/02/26/movies/raymond-cauchetier-dead.html
"Vaccines Adapted for Variants Will Not Need Lengthy Testing, F.D.A. Says",The agency’s new guidance will speed the development of vaccines that protect against more contagious variants of the coronavirus.,"By Noah Weiland, Katie Thomas and Carl Zimmer",The New York Times,2021-02-22T22:32:51+0000,https://www.nytimes.com/2021/02/22/health/covid-vaccine-variants.html
Positive Coronavirus Test? Canadians Worry Their Neighbors Will Find Out,The fear of public shaming is becoming so prevalent in some Canadian provinces that doctors worry it is driving virus cases underground.,By Catherine Porter,The New York Times,2021-02-21T10:00:11+0000,https://www.nytimes.com/2021/02/21/world/canada/coronavirus-public-shaming.html
Fauci expects Americans could still need to wear face masks in 2022.,"President Biden’s chief medical adviser for Covid-19 said that Americans may still be wearing masks outside their homes a year from now, even as he predicted a partial return to normality by fall.",By Abby Goodnough,The New York Times,2021-02-21T16:58:02+0000,https://www.nytimes.com/2021/02/21/science/fauci-face-masks-2022.html
How Covid-19 Threatens Native Languages,The average age of Lakota and Dakota speakers is 70. We are running out of time to save them.,By Jodi Archambault,The New York Times,2021-01-24T16:00:11+0000,https://www.nytimes.com/2021/01/24/opinion/covid-lakota-language.html
What Happens When People Stop Going to the Doctor? We’re About to Find Out,A year of missed preventive medical care is endangering minority communities.,By Wayne A.I. Frederick,The New York Times,2021-02-22T10:00:12+0000,https://www.nytimes.com/2021/02/22/opinion/medical-care-coronavirus.html
F.C.C. Broadband Plan Includes $50 Monthly Subsidy for Millions,A proposal released by the acting chairwoman of the commission is an attempt to close the digital divide.,By Cecilia Kang,The New York Times,2021-02-22T23:04:17+0000,https://www.nytimes.com/2021/02/22/technology/fcc-broadband-subsidy.html
Why Opening Windows Is a Key to Reopening Schools,A simulation of airflow in a real New York City classroom shows how simple ventilation and filtration can reduce the probability of coronavirus exposure.,"By Nick Bartzokas, Mika Gröndahl, Karthik Patanjali, Miles Peyton, Bedel Saget and Umi Syam",The New York Times,2021-02-27T00:44:33+0000,https://www.nytimes.com/interactive/2021/02/26/science/reopen-schools-safety-ventilation.html
The Coronavirus Is Threatening a Comeback. Here’s How to Stop It.,"Many scientists are expecting another rise in infections. But this time the surge will be blunted by vaccines and, hopefully, widespread caution. By summer, Americans may be looking at a return to normal life.",By Apoorva Mandavilli,The New York Times,2021-02-25T23:30:14+0000,https://www.nytimes.com/2021/02/25/health/coronavirus-united-states.html
"California Lost 175,000 ‘Creative Economy’ Jobs, Study Finds","“There is no economic recovery in our area unless a working creative engine is driving it,” said Representative Karen Bass of California.",By Colin Moynihan,The New York Times,2021-02-25T21:44:42+0000,https://www.nytimes.com/2021/02/25/arts/california-arts-funding.html
India’s Economy Exits Deep Recession as Fledgling Recovery Strengthens,"Economic output grew 0.4 percent in the third quarter, but the recovery is uneven, with small businesses facing the brunt of the downturn.",By Shalini Venugopal Bhagat and Hari Kumar,The New York Times,2021-02-26T17:10:19+0000,https://www.nytimes.com/2021/02/26/business/india-economy-recession-recovery.html
The Indian vaccine giant expected to supply much of the world warns that it has been directed to put its country’s needs ahead of exports.,"‘Dear countries & governments,’ tweeted Adar Poonawalla of the Serum Institute, ‘I humbly request you to please be patient.’",By Sameer Yasir,The New York Times,2021-02-21T21:39:50+0000,https://www.nytimes.com/2021/02/21/world/serum-institute-india-covid-vaccine.html
Biden Visits Storm-Battered Texas and Vows Federal Help ‘For the Long Haul’,The overwhelming nature of grief has been the unofficial theme this week for a White House confronted with a disaster in the nation’s second largest state amid a pandemic.,By Katie Rogers,The New York Times,2021-02-27T00:48:25+0000,https://www.nytimes.com/2021/02/26/us/politics/biden-texas-storm-recovery.html
Lincoln Center Will Head Outside Its Closed Theaters to Perform,"Officials announced plans to create 10 outdoor spaces for pandemic-era performances and rehearsals, and to work with blood drives and food banks.",By Matt Stevens,The New York Times,2021-02-25T17:00:09+0000,https://www.nytimes.com/2021/02/25/arts/lincoln-center-covid-outdoors.html
Coronavirus Briefing: What Happened Today,"The U.S. approached a grim milestone: 500,000 deaths.",,The New York Times,2021-02-22T23:49:53+0000,https://www.nytimes.com/2021/02/22/us/coronavirus-briefing-what-happened-today.html
Coronavirus Briefing: What Happened Today,"The U.S. approached a grim milestone: 500,000 deaths.",,The New York Times,2021-02-22T23:49:53+0000,https://www.nytimes.com/2021/02/22/us/coronavirus-briefing-what-happened-today.html
"Desperate Times, Creative Measures","Economic growth is the primary corrective for unemployment, but targeted aid can help people find jobs more quickly.",By The Editorial Board,The New York Times,2021-02-27T19:30:07+0000,https://www.nytimes.com/2021/02/27/opinion/sunday/unemployment-jobs-work-aid.html
The Daily: Welcome to Odessa,We spent six months documenting one Texas high school’s reopening. This is what it looked like.,By Lauren Jackson,The New York Times,2021-02-26T18:14:28+0000,https://www.nytimes.com/2021/02/26/podcasts/texas-schools-reopening-odessa.html
"U.S. health officials caution governors against easing restrictions, warning that a recent plunge in virus cases ‘may be stalling.’","“Things are tenuous,” says Dr. Rochelle Walensky, the C.D.C. director. “Now is not the time to relax restrictions.”",By Sheryl Gay Stolberg,The New York Times,2021-02-26T18:54:08+0000,https://www.nytimes.com/2021/02/26/world/cdc-warning-state-restrictions-covid.html
These 5 Teenagers Managed to Volunteer This Year. Here’s How.,"They phone banked, painted murals, tutored, and more.",By Kaya Laterman,The New York Times,2021-02-26T10:00:29+0000,https://www.nytimes.com/2021/02/26/nyregion/high-school-volunteers-nyc.html
"Luis Fernando Arias, Colombian Indigenous Leader, Dies at 41","Motivated by violence inflicted on his family by paramilitaries, he became the leading voice in a coalition of Indigenous peoples. Complications of the coronavirus contributed to his death.",By Megan Janetsky,The New York Times,2021-02-24T21:21:12+0000,https://www.nytimes.com/2021/02/24/obituaries/luis-fernando-arias-dead-coronavirus.html
Seniors Seeking Vaccines Have a Problem: They Can’t Use the Internet,"Older adults living alone often lack access or an understanding of technology, and many are unsure how to sign up for an appointment.",By Kellen Browning,The New York Times,2021-02-28T10:00:10+0000,https://www.nytimes.com/2021/02/28/technology/seniors-vaccines-technology.html
"In Quest for Herd Immunity, Giant Vaccination Sites Proliferate","A day at one mass site in Connecticut shows both the promise and the shortcomings of the approach, which is at the center of President Biden’s plan to bring the pandemic to an end.",By Abby Goodnough and Christoper Capozziello,The New York Times,2021-02-28T08:00:14+0000,https://www.nytimes.com/2021/02/28/health/covid-vaccine-sites.html
How the Pandemic Stalled Peak TV,"Where’s “Succession”? “Atlanta”? After the number of scripted shows fell for the first time in a decade, Hollywood hopes to satisfy a restless audience with less costly fare.",By John Koblin,The New York Times,2021-02-28T22:00:07+0000,https://www.nytimes.com/2021/02/28/business/media/pandemic-streaming-tv-shows.html
"As School Closures Near First Anniversary, a Diverse Parent Movement Demands Action","Frustrated with remote learning, parents in the Philadelphia area are running for office, suing, relocating and retreating to private school.",By Dana Goldstein,The New York Times,2021-02-28T22:31:28+0000,https://www.nytimes.com/2021/02/28/us/schools-reopening-philadelphia-parents.html
Biden Agenda Faces Difficult Test as Stimulus Measure Heads to Senate,"The $1.9 trillion pandemic aid bill narrowly passed the House, but now must maneuver through a procedural and political thicket in the Senate.",By Emily Cochrane and Jim Tankersley,The New York Times,2021-02-27T17:47:12+0000,https://www.nytimes.com/2021/02/27/us/politics/stimulus-biden-senate-coronavirus.html
Biden Revokes Trump’s Pause on Green Cards,"Since taking office, President Biden has issued several executive orders and directives aimed at lifting restrictions on immigrants put in place over the past four years.",By Michael D. Shear,The New York Times,2021-02-25T02:15:41+0000,https://www.nytimes.com/2021/02/24/us/politics/biden-immigration-trump.html
Income and Spending Gains Are Latest Sign of Economic Recovery,Personal income and spending both surged in January as a new round of government checks hit Americans’ bank accounts.,By Sydney Ember and Ben Casselman,The New York Times,2021-02-26T13:46:03+0000,https://www.nytimes.com/2021/02/26/business/economy/personal-income-spending.html
Rapper’s Arrest Awakens Rage in Spanish Youth Chafing in Pandemic,Nearly two weeks of sometimes violent demonstrations have turned into a collective outcry from young adults who see bleak futures and precious time lost to lockdowns.,By Nicholas Casey,The New York Times,2021-02-27T10:00:16+0000,https://www.nytimes.com/2021/02/27/world/europe/barcelona-protests-pablo-hasel.html
Your Monday Briefing,The Schengen Area closes up.,By Natasha Frost,The New York Times,2021-02-22T03:13:21+0000,https://www.nytimes.com/2021/02/21/briefing/coronavirus-europe-israel-election.html
They Were on Equal Footing. Then the Ground Shifted.,A year of pandemic restrictions has meant some friends are flush and others foundering.,By Nelson D. Schwartz and Alyssa Schukar,The New York Times,2021-02-27T10:00:14+0000,https://www.nytimes.com/2021/02/27/business/economy/unequal-economic-recovery.html
"Lenore Janis, Who Broke Construction Industry Barriers, Dies at 86","As a founder and president of an influential trade organization, she showed women how to make it in a field that had long excluded them.",By Clay Risen,The New York Times,2021-02-23T21:13:16+0000,https://www.nytimes.com/2021/02/23/business/lenore-janis-dead.html
"Joy Kaiser, Who Saw a Medical Need in South Africa, Dies at 90","With her husband, she founded an organization devoted to increasing the number of Black medical professionals. She died of Covid-19.",By Neil Genzlinger,The New York Times,2021-02-22T20:12:30+0000,https://www.nytimes.com/2021/02/22/obituaries/joy-kaiser-dead-coronavirus.html
House Passes $1.9 Trillion Stimulus as Democrats Work to Salvage Wage Raise,"Even as the House passed President Biden’s pandemic aid plan with a minimum wage increase included, Democrats were searching for a Plan B for the wage hike, which was ruled out in the Senate.",By Emily Cochrane and Jim Tankersley,The New York Times,2021-02-27T00:34:37+0000,https://www.nytimes.com/2021/02/26/us/politics/minimum-wage-stimulus-democrats.html
Republicans Grapple With Raising the Minimum Wage,"The politics of a $15 minimum wage are increasingly muddled, but some Republicans are gravitating toward a higher base pay, citing the economic needs of working-class Americans.",By Alan Rappeport and Jeanna Smialek,The New York Times,2021-02-26T22:57:54+0000,https://www.nytimes.com/2021/02/26/us/politics/republicans-minimum-wage.html
"After 10 Months at Sea, a Giant Carrier Returns to a Changed Nation","A mounting pandemic death toll. A contested election. A riot at the Capitol. “The world at home has become completely different and we don’t know what we are coming home to,” one sailor on the Nimitz said.",By Helene Cooper,The New York Times,2021-02-25T22:25:07+0000,https://www.nytimes.com/2021/02/25/us/politics/coronavirus-carrier-nimitz-navy-austin.html
Jobless Claims Decline as Coronavirus Cases Ease,"The latest reading on the labor market shows evidence of continued healing, though economists caution that the recovery is still fragile.",By Patricia Cohen,The New York Times,2021-02-25T11:33:33+0000,https://www.nytimes.com/2021/02/25/business/economy/unemployment-claims.html
Olympians Enter a Risky New Event: Line Jumping,"Some nations are prioritizing Olympians for vaccinations. Others say athletes will wait their turn. The choices could determine if the Tokyo Games are a sporting spectacle, or a superspreader event.",By Andrew Keh,The New York Times,2021-02-28T14:25:06+0000,https://www.nytimes.com/2021/02/28/sports/olympics/tokyo-olympics-vaccines.html
He Came From Thailand to Care For Family. Then Came a Brutal Attack.,"The fatal assault in San Francisco on a defenseless older man was the latest terrifying episode for Asian-Americans, many of whom have endured racist taunts, rants and worse during the pandemic.",By Thomas Fuller,The New York Times,2021-02-27T14:00:09+0000,https://www.nytimes.com/2021/02/27/us/asian-american-hate-crimes.html
School Closures Have Failed America’s Children,As many as three million children have gotten no education for nearly a year.,By Nicholas Kristof,The New York Times,2021-02-25T00:00:06+0000,https://www.nytimes.com/2021/02/24/opinion/covid-school-closures-children.html
Want to Sanitize a Baseball Stadium? Send in the Drones,"Don Wakamatsu’s day job is bench coach of the Rangers, but his background in farming led to an interesting solution for how to help fans feel safe.",By James Wagner,The New York Times,2021-02-27T01:48:03+0000,https://www.nytimes.com/2021/02/26/sports/baseball/don-wakamatsu-drone-coronavirus.html
"Younger Military Personnel Reject Vaccine, in Warning for Commanders and the Nation","About one-third of the troops have declined to take the vaccine. Many say they worry the vaccines are unsafe or were developed too quickly. Others want a sense of independence, even in uniform.",By Jennifer Steinhauer,The New York Times,2021-02-27T10:00:11+0000,https://www.nytimes.com/2021/02/27/us/politics/coronavirus-vaccine-refusal-military.html
Your Wednesday Briefing,Syria’s economy in distress.,By Natasha Frost,The New York Times,2021-02-24T03:50:23+0000,https://www.nytimes.com/2021/02/23/briefing/coronavirus-california-syrian-economy-russia.html
‘V.I.P. Immunization’ for the Powerful and Their Cronies Rattles South America,A wave of corruption scandals is exposing how the powerful and well-connected in South America jumped the line to get vaccines early. Public dismay is turning into anger.,"By Mitra Taj, Anatoly Kurmanaev, Manuela Andreoni and Daniel Politi",The New York Times,2021-02-25T10:00:26+0000,https://www.nytimes.com/2021/02/25/world/americas/covid-south-america-vaccine-corruption.html
"Positive Virus Tests Decline in N.Y., but Variants Loom","The number of people testing positive is dropping slowly, but new variants and a relatively slow vaccination rate  threaten progress.",By Daniel E. Slotnik,The New York Times,2021-02-26T10:40:56+0000,https://www.nytimes.com/2021/02/26/nyregion/coronavirus-variants-new-york.html
"New Data Demonstrates Safety of Vaccines, C.D.C. Director Says","Dr. Rochelle Walensky, director of the C.D.C., said data from a study of Covid-19 vaccinations in the U.S. shows the Pfizer-BioNTech and Moderna vaccines are safe and serious side effects are rare.",By Reuters,Reuters,2021-02-19T19:25:40+0000,https://www.nytimes.com/video/us/100000007614645/cdc-vaccine-safety-side-effects.html
"With Galleries Closed, Art Dealers Rethink Their Real Estate Needs","Selling digitally isn’t the same, most agree. But that doesn’t mean that bricks-and-mortar exhibition spaces will all return to how they were.",By Scott Reyburn,The New York Times,2021-02-26T11:35:05+0000,https://www.nytimes.com/2021/02/26/arts/design/art-galleries-real-estate-pandemic.html
Top Senate Official Disqualifies Minimum Wage From Stimulus Plan,"The parliamentarian ruled that the provision, which would gradually increase the wage to $15 an hour, violated the strict budgetary rules that limit what can be included in the package.",By Emily Cochrane,The New York Times,2021-02-26T00:31:25+0000,https://www.nytimes.com/2021/02/25/us/politics/federal-minimum-wage.html
"Fernando Hidalgo, Cuban-Born TV Host, Dies at 78","For 14 years, “El Show de Fernando Hidalgo,” a racy variety show with a Cuban flair, was appointment viewing in Latino households across the United States.",By Christina Morales,The New York Times,2021-02-22T14:02:12+0000,https://www.nytimes.com/2021/02/22/arts/television/fernando-hidalgo-dead-coronavirus.html
A Recall for Newsom in California? Talk Grows as Governors Come Under Attack,"Fellow Democrats have defended Gov. Gavin Newsom, lavishly praising his handling of the pandemic. But conservatives say his shutdowns have been destructive.",By Shawn Hubler,The New York Times,2021-02-24T23:05:44+0000,https://www.nytimes.com/2021/02/24/us/newsom-recall.html
"Amid Slow Vaccine Deliveries, Desperate E.U. Nations Hunt for More","Countries eager to augment the troubled E.U. buying program are eyeing offers from each other, from Russia and China, and from private brokers, some of whom are fraudsters.",By Matina Stevis-Gridneff,The New York Times,2021-02-26T17:10:35+0000,https://www.nytimes.com/2021/02/26/world/europe/EU-vaccine-hunt.html
The Retired Boys of Summer Play On,Senior softball leagues remain an essential lifeline for many retirees. I would know: My 83-year-old father is playing through the pandemic.,By Abby Ellin,The New York Times,2021-02-25T10:00:26+0000,https://www.nytimes.com/2021/02/25/sports/the-retired-boys-of-summer-play-on.html
"Attacks on Asian-Americans in New York Stoke Fear, Anxiety and Anger",Hate crimes involving Asian-American victims soared in New York City last year. Officials are grappling with the problem even as new incidents occur.,By Alexandra E. Petri and Daniel E. Slotnik,The New York Times,2021-02-26T10:00:28+0000,https://www.nytimes.com/2021/02/26/nyregion/asian-hate-crimes-attacks-ny.html
‘Everything Seems So Tenuous’: Variants Threaten N.Y.C.’s Progress on Virus,"Cases have fallen more slowly in New York City than nationwide, and highly contagious variants are causing concern.",By Sharon Otterman,The New York Times,2021-02-25T16:56:09+0000,https://www.nytimes.com/2021/02/25/nyregion/new-york-city-coronavirus-vaccines.html
10 Classical Concerts to Stream in March,"Mitsuko Uchida, the Louisiana Philharmonic and a performance organized by Teju Cole are among the highlights.",,The New York Times,2021-02-25T15:00:09+0000,https://www.nytimes.com/2021/02/25/arts/music/classical-music-streaming-concerts.html
‘Everything Seems So Tenuous’: Variants Threaten N.Y.C.’s Progress on Virus,"Cases have fallen more slowly in New York City than nationwide, and highly contagious variants are causing concern.",By Sharon Otterman,The New York Times,2021-02-25T16:56:09+0000,https://www.nytimes.com/2021/02/25/nyregion/new-york-city-coronavirus-vaccines.html
Children Are Consuming Hand Sanitizer. Here’s How to Keep Them Safe.,"During the pandemic, there was a dramatic increase in exposures to hand sanitizer reported among kids under 6, U.S. poison center data shows.",By Christina Caron,The New York Times,2021-02-25T16:41:54+0000,https://www.nytimes.com/2021/02/25/well/family/sanitizer-kids-safety.html
What My Father’s Covid Survival Taught Me About Security,He’s a security guard. I work in nuclear security. The pandemic swept away my sense that we can really protect the ones we love from anything.,By Lovely Umayam,The New York Times,2021-02-19T10:00:14+0000,https://www.nytimes.com/2021/02/19/well/family/family-covid-security.html
"Studies Examine Variant Surging in California, and the News Isn’t Good","Two studies confirm that a new coronavirus mutant in California is more contagious, although the scale of its threat is unclear.",By Carl Zimmer,The New York Times,2021-02-23T17:38:55+0000,https://www.nytimes.com/2021/02/23/health/coronavirus-california-variant.html
"Israel Gives Vaccine to Far-Off Allies, as Palestinians Wait",The donations will go to nations like the Czech Republic and Honduras that pledged to move diplomats to Jerusalem. Critics say Israel has an obligation to inoculate Palestinians under its occupation.,By Patrick Kingsley,The New York Times,2021-02-23T22:45:59+0000,https://www.nytimes.com/2021/02/23/world/middleeast/israel-palestinians-vaccine-diplomacy.html
50 Million Americans Are Unpaid Caregivers. We Need Help.,Biden must make good on his promise to support families with sick loved ones.,By Kate Washington,The New York Times,2021-02-22T10:00:10+0000,https://www.nytimes.com/2021/02/22/opinion/us-caregivers-biden.html
San Francisco Pauses School Renamings to Focus on Returning Students to Classrooms,"A plan to rename schools that honored people like Washington, Lincoln and Jefferson was put on hold after criticism of the plan and, particularly, its timing amid the pandemic.",By Azi Paybarah,The New York Times,2021-02-24T01:22:14+0000,https://www.nytimes.com/2021/02/23/us/san-francisco-school-names-pandemic.html
France Hired McKinsey to Help in the Pandemic. Then Came the Questions.,"After previously undisclosed contracts were revealed, the company has become a magnet for criticism in France’s vaccine rollout.",By Liz Alderman,The New York Times,2021-02-22T05:01:03+0000,https://www.nytimes.com/2021/02/22/business/france-mckinsey-consultants-covid-vaccine.html
Mothers All Over Are Losing It,Pandemic life has made us feel more insecure about the aspects of our parenting we were already most insecure about.,By Jennifer Senior,The New York Times,2021-02-24T10:00:17+0000,https://www.nytimes.com/2021/02/24/opinion/covid-pandemic-mothers-parenting.html
"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",State Department officials overseas expressed anger and disappointment that diplomats in Washington were being vaccinated before those in more perilous posts.,By Lara Jakes,The New York Times,2021-02-24T19:24:47+0000,https://www.nytimes.com/2021/02/24/us/politics/coronavirus-vaccine-state-department-diplomats-embassies.html
"On the Front Page, a Wall of Grief",It began with one dot. Then it grew to nearly half a million. A graphic on Sunday’s front page depicts the totality of Covid’s devastation in the country.,By Nancy Coleman,The New York Times,2021-02-21T10:00:09+0000,https://www.nytimes.com/2021/02/21/insider/covid-500k-front-page.html
